arm,run,catalyst,pathway,is_best,step_idx,parent,product,rule,n_electrons,delta_e,delta_zpe,delta_ts,dG0,U_onset,feasible,pathway_idx
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.0766,-0.085,-0.3015,1.2931,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.442,0.1894,-0.1468,-0.1058,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-1.6221,0.0625,0.2437,-1.8033,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,dehydroxylation,0,-1.8613,0.0715,0.2299,-2.0196,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-1.3142,0.1416,-0.1512,-1.0214,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.3361,0.1348,-0.1256,-1.0757,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,desorption,0,0.2811,-0.0433,0.4065,-0.1687,-999.0,False,6
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,0,*OO,*OOOH,hydroxylation,1,1.0766,-0.085,-0.3015,1.2931,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.442,0.1894,-0.1468,-0.1058,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-1.6221,0.0625,0.2437,-1.8033,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,3,*OOH,*O,bond_dissociation,0,-1.8613,0.0715,0.2299,-2.0196,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,4,*O,*OH,protonation,-1,-1.3142,0.1416,-0.1512,-1.0214,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,5,*OH,*HOH,protonation,-1,-1.3361,0.1348,-0.1256,-1.0757,-999.0,False,7
deepseek-v3,10766642,Au(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *HOH → *,False,6,*HOH,*,desorption,0,0.2811,-0.0433,0.4065,-0.1687,-999.0,False,7
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,0,*CO2,*COOH,protonation,-1,0.3511,0.1536,-0.2363,0.741,-0.741,True,0
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,1,*COOH,*CO,reductive_dehydration,-1,-0.1855,0.0119,0.2851,-0.4587,-0.741,True,0
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *CO → *,True,2,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-0.741,True,0
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *COHOH → *CO → *,False,0,*CO2,*COOH,protonation,-1,0.3511,0.1536,-0.2363,0.741,-0.741,True,1
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *COHOH → *CO → *,False,1,*COOH,*COHOH,protonation,-1,-0.0188,0.152,-0.1999,0.3331,-0.741,True,1
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *COHOH → *CO → *,False,2,*COHOH,*CO,bond_dissociation,0,-0.1667,-0.1401,0.4849,-0.7918,-0.741,True,1
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *COHOH → *CO → *,False,3,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-0.741,True,1
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *C(O)OH → *CO → *,False,0,*CO2,*COOH,protonation,-1,0.3511,0.1536,-0.2363,0.741,-0.741,True,2
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *C(O)OH → *CO → *,False,1,*COOH,*C(O)OH,cc_coupling,0,-0.2043,-0.0048,-0.0062,-0.2028,-0.741,True,2
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *C(O)OH → *CO → *,False,2,*C(O)OH,*CO,reductive_dehydration,-1,0.0187,0.0166,0.2913,-0.256,-0.741,True,2
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *COOH → *C(O)OH → *CO → *,False,3,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-0.741,True,2
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,0,*CO2,*CO2OH,hydroxylation,1,0.4795,-0.0145,-0.3284,0.7934,-999.0,False,3
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,1,*CO2OH,*COOH,bond_dissociation,0,-0.1284,0.1681,0.0921,-0.0523,-999.0,False,3
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,2,*COOH,*CO,reductive_dehydration,-1,-0.1855,0.0119,0.2851,-0.4587,-999.0,False,3
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *CO → *,False,3,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-999.0,False,3
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *COHOH → *CO → *,False,0,*CO2,*CO2OH,hydroxylation,1,0.4795,-0.0145,-0.3284,0.7934,-999.0,False,4
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *COHOH → *CO → *,False,1,*CO2OH,*COOH,bond_dissociation,0,-0.1284,0.1681,0.0921,-0.0523,-999.0,False,4
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *COHOH → *CO → *,False,2,*COOH,*COHOH,protonation,-1,-0.0188,0.152,-0.1999,0.3331,-999.0,False,4
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *COHOH → *CO → *,False,3,*COHOH,*CO,bond_dissociation,0,-0.1667,-0.1401,0.4849,-0.7918,-999.0,False,4
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *COHOH → *CO → *,False,4,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-999.0,False,4
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *C(O)OH → *CO → *,False,0,*CO2,*CO2OH,hydroxylation,1,0.4795,-0.0145,-0.3284,0.7934,-999.0,False,5
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *C(O)OH → *CO → *,False,1,*CO2OH,*COOH,bond_dissociation,0,-0.1284,0.1681,0.0921,-0.0523,-999.0,False,5
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *C(O)OH → *CO → *,False,2,*COOH,*C(O)OH,cc_coupling,0,-0.2043,-0.0048,-0.0062,-0.2028,-999.0,False,5
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *C(O)OH → *CO → *,False,3,*C(O)OH,*CO,reductive_dehydration,-1,0.0187,0.0166,0.2913,-0.256,-999.0,False,5
deepseek-v3,10766642,Au(110)_CO2RR,*CO2 → *CO2OH → *COOH → *C(O)OH → *CO → *,False,4,*CO,*,desorption,0,0.7534,-0.0557,0.4451,0.2525,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *OH → *H2O → *,True,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,0.3154,True,0
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *OH → *H2O → *,True,1,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,0.3154,True,0
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *OH → *H2O → *,True,2,*O(OH)H,*OH,reductive_dehydration,-1,-2.1659,0.0709,0.1844,-2.2794,0.3154,True,0
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *OH → *H2O → *,True,3,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,0.3154,True,0
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *OH → *H2O → *,True,4,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,0.3154,True,0
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,0.2654,True,1
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O → *OH → *H2O → *,False,1,*OOH,*O,reductive_dehydration,-1,-2.3128,0.0707,0.2197,-2.4617,0.2654,True,1
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O → *OH → *H2O → *,False,2,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,0.2654,True,1
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O → *OH → *H2O → *,False,3,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,0.2654,True,1
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O → *OH → *H2O → *,False,4,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,0.2654,True,1
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,1,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,2,*O(OH)H,*O,bond_dissociation,0,-1.5907,-0.0768,0.3465,-2.014,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,0.2654,True,2
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,1,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,2,*O(OH)H,*O,desorption,0,-1.5907,-0.0768,0.3465,-2.014,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)H → *O → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,0.2654,True,3
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,1,*OOH,*OOHOH,hydroxylation,1,2.1481,-0.0837,-0.322,2.3864,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,2,*OOHOH,*O,bond_dissociation,0,-4.4608,0.1544,0.5416,-4.8481,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *O → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,4
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,1,*OOH,*O(OH)2,hydroxylation,1,2.0453,-0.0875,-0.2974,2.2553,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,2,*O(OH)2,*O,bond_dissociation,0,-4.3581,0.1582,0.5171,-4.717,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *O(OH)2 → *O → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,5
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,0,*OO,*O,bond_dissociation,0,-2.9177,0.2266,0.0861,-2.7772,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,1,*O,*OOH,hydroxylation,1,2.3128,-0.0707,-0.2197,2.4617,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,2,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,3,*O(OH)H,*OH,reductive_dehydration,-1,-2.1659,0.0709,0.1844,-2.2794,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *O → *OOH → *O(OH)H → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,6
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,2,*OOHOH,*O,bond_dissociation,0,-4.4608,0.1544,0.5416,-4.8481,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,3,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,4,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *O → *OH → *H2O → *,False,5,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,7
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,0,*OO,*OOH,protonation,-1,-0.6049,0.1559,-0.1336,-0.3154,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,1,*OOH,*OOHOH,hydroxylation,1,2.1481,-0.0837,-0.322,2.3864,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,2,*OOHOH,*OOHO,bond_dissociation,0,0.4698,-0.1708,0.1701,0.1289,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,3,*OOHO,*O,bond_dissociation,0,-4.9306,0.3252,0.3716,-4.977,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,8
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,2,*OOHOH,*OOHO,bond_dissociation,0,0.4698,-0.1708,0.1701,0.1289,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,3,*OOHO,*O,bond_dissociation,0,-4.9306,0.3252,0.3716,-4.977,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,4,*O,*OH,protonation,-1,-0.5752,0.1477,-0.1621,-0.2654,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOHO → *O → *OH → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,9
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,2,*OOHOH,*OOH,dehydroxylation,0,-2.1481,0.0837,0.322,-2.3864,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,3,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,4,*O(OH)H,*OH,dehydroxylation,0,-2.1659,0.0709,0.1844,-2.2794,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,10
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-2.1481,0.0837,0.322,-2.3864,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,3,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,4,*O(OH)H,*OH,dehydroxylation,0,-2.1659,0.0709,0.1844,-2.2794,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,5,*OH,*H2O,protonation,-1,-1.1367,0.1385,-0.0371,-0.9611,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *OH → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,11
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,2,*OOHOH,*OOH,dehydroxylation,0,-2.1481,0.0837,0.322,-2.3864,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,3,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,4,*O(OH)H,*H,desorption,0,-3.3239,0.1932,0.3133,-3.4439,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,5,*H,*H2O,hydroxylation,1,0.0212,0.0162,-0.166,0.2034,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,12
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,1,*OOOH,*OOHOH,protonation,-1,-0.4522,0.1711,-0.182,-0.099,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,2,*OOHOH,*OOH,bond_dissociation,0,-2.1481,0.0837,0.322,-2.3864,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,3,*OOH,*O(OH)H,protonation,-1,-0.7221,0.1475,-0.1268,-0.4477,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,4,*O(OH)H,*H,desorption,0,-3.3239,0.1932,0.3133,-3.4439,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,5,*H,*H2O,hydroxylation,1,0.0212,0.0162,-0.166,0.2034,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O(OH)H → *H → *H2O → *,False,6,*H2O,*,desorption,0,0.412,-0.0631,0.3386,0.0103,-999.0,False,13
deepseek-v3,10766642,Pt(111)_ORR,*OO → *OOOH → *OOHOH → *OOH → *O → *OH → *H2O → *,False,0,*OO,*OOOH,hydroxylation,1,1.9953,-0.0989,-0.2735,2.1699,-999.0,False,14
